,Oximetria,Hora,Data
423,84,07:04:00,16-06-22
424,51,07:05:00,16-06-22
425,42,07:06:00,16-06-22
426,77,07:07:00,16-06-22
427,85,07:08:00,16-06-22
428,54,07:09:00,16-06-22
429,69,07:10:00,16-06-22
430,84,07:11:00,16-06-22
431,40,07:12:00,16-06-22
432,47,07:13:00,16-06-22
433,54,07:14:00,16-06-22
434,63,07:15:00,16-06-22
435,96,07:16:00,16-06-22
436,60,07:17:00,16-06-22
437,47,07:18:00,16-06-22
438,80,07:19:00,16-06-22
439,59,07:20:00,16-06-22
440,46,07:21:00,16-06-22
441,59,07:22:00,16-06-22
442,59,07:23:00,16-06-22
443,96,07:24:00,16-06-22
444,95,07:25:00,16-06-22
445,84,07:26:00,16-06-22
446,68,07:27:00,16-06-22
447,79,07:28:00,16-06-22
448,52,07:29:00,16-06-22
449,60,07:30:00,16-06-22
450,45,07:31:00,16-06-22
451,50,07:32:00,16-06-22
452,61,07:33:00,16-06-22
453,78,07:34:00,16-06-22
454,89,07:35:00,16-06-22
455,81,07:36:00,16-06-22
456,79,07:37:00,16-06-22
457,49,07:38:00,16-06-22
458,52,07:39:00,16-06-22
459,85,07:40:00,16-06-22
460,67,07:41:00,16-06-22
461,45,07:42:00,16-06-22
462,45,07:43:00,16-06-22
463,60,07:44:00,16-06-22
464,78,07:45:00,16-06-22
465,53,07:46:00,16-06-22
466,60,07:47:00,16-06-22
467,57,07:48:00,16-06-22
468,49,07:49:00,16-06-22
469,82,07:50:00,16-06-22
470,47,07:51:00,16-06-22
471,68,07:52:00,16-06-22
472,88,07:53:00,16-06-22
473,97,07:54:00,16-06-22
474,41,07:55:00,16-06-22
475,53,07:56:00,16-06-22
476,98,07:57:00,16-06-22
477,73,07:58:00,16-06-22
478,50,07:59:00,16-06-22
479,70,08:00:00,16-06-22
480,87,08:01:00,16-06-22
481,78,08:02:00,16-06-22
482,94,08:03:00,16-06-22
483,82,08:04:00,16-06-22
484,42,08:05:00,16-06-22
485,93,08:06:00,16-06-22
486,74,08:07:00,16-06-22
487,68,08:08:00,16-06-22
488,62,08:09:00,16-06-22
489,40,08:10:00,16-06-22
490,45,08:11:00,16-06-22
491,71,08:12:00,16-06-22
492,43,08:13:00,16-06-22
493,67,08:14:00,16-06-22
494,64,08:15:00,16-06-22
495,49,08:16:00,16-06-22
496,52,08:17:00,16-06-22
497,67,08:18:00,16-06-22
498,51,08:19:00,16-06-22
499,53,08:20:00,16-06-22
500,57,08:21:00,16-06-22
501,56,08:22:00,16-06-22
502,53,08:23:00,16-06-22
503,58,08:24:00,16-06-22
504,65,08:25:00,16-06-22
505,97,08:26:00,16-06-22
506,98,08:27:00,16-06-22
507,65,08:28:00,16-06-22
508,56,08:29:00,16-06-22
509,61,08:30:00,16-06-22
510,41,08:31:00,16-06-22
511,86,08:32:00,16-06-22
512,57,08:33:00,16-06-22
513,55,08:34:00,16-06-22
514,94,08:35:00,16-06-22
515,73,08:36:00,16-06-22
516,51,08:37:00,16-06-22
517,43,08:38:00,16-06-22
518,82,08:39:00,16-06-22
519,66,08:40:00,16-06-22
520,45,08:41:00,16-06-22
521,86,08:42:00,16-06-22
522,62,08:43:00,16-06-22
523,47,08:44:00,16-06-22
524,50,08:45:00,16-06-22
525,90,08:46:00,16-06-22
526,79,08:47:00,16-06-22
527,70,08:48:00,16-06-22
528,63,08:49:00,16-06-22
529,53,08:50:00,16-06-22
530,89,08:51:00,16-06-22
531,82,08:52:00,16-06-22
532,73,08:53:00,16-06-22
533,55,08:54:00,16-06-22
534,65,08:55:00,16-06-22
535,41,08:56:00,16-06-22
536,69,08:57:00,16-06-22
537,93,08:58:00,16-06-22
538,61,08:59:00,16-06-22
539,42,09:00:00,16-06-22
540,56,09:01:00,16-06-22
541,71,09:02:00,16-06-22
542,78,09:03:00,16-06-22
543,43,09:04:00,16-06-22
544,90,09:05:00,16-06-22
545,44,09:06:00,16-06-22
546,62,09:07:00,16-06-22
547,42,09:08:00,16-06-22
548,81,09:09:00,16-06-22
549,56,09:10:00,16-06-22
550,89,09:11:00,16-06-22
551,77,09:12:00,16-06-22
552,69,09:13:00,16-06-22
553,76,09:14:00,16-06-22
554,79,09:15:00,16-06-22
555,86,09:16:00,16-06-22
556,93,09:17:00,16-06-22
557,58,09:18:00,16-06-22
558,74,09:19:00,16-06-22
559,65,09:20:00,16-06-22
560,63,09:21:00,16-06-22
561,60,09:22:00,16-06-22
562,50,09:23:00,16-06-22
563,98,09:24:00,16-06-22
564,48,09:25:00,16-06-22
565,87,09:26:00,16-06-22
566,51,09:27:00,16-06-22
567,61,09:28:00,16-06-22
568,71,09:29:00,16-06-22
569,89,09:30:00,16-06-22
570,65,09:31:00,16-06-22
571,79,09:32:00,16-06-22
572,66,09:33:00,16-06-22
573,55,09:34:00,16-06-22
574,88,09:35:00,16-06-22
575,71,09:36:00,16-06-22
576,87,09:37:00,16-06-22
577,46,09:38:00,16-06-22
578,73,09:39:00,16-06-22
579,53,09:40:00,16-06-22
580,51,09:41:00,16-06-22
581,44,09:42:00,16-06-22
582,55,09:43:00,16-06-22
583,45,09:44:00,16-06-22
584,41,09:45:00,16-06-22
585,79,09:46:00,16-06-22
586,90,09:47:00,16-06-22
587,93,09:48:00,16-06-22
588,57,09:49:00,16-06-22
589,93,09:50:00,16-06-22
590,70,09:51:00,16-06-22
591,54,09:52:00,16-06-22
592,61,09:53:00,16-06-22
593,66,09:54:00,16-06-22
594,84,09:55:00,16-06-22
595,42,09:56:00,16-06-22
596,78,09:57:00,16-06-22
597,57,09:58:00,16-06-22
598,70,09:59:00,16-06-22
599,62,10:00:00,16-06-22
600,84,10:01:00,16-06-22
601,61,10:02:00,16-06-22
602,97,10:03:00,16-06-22
603,85,10:04:00,16-06-22
604,84,10:05:00,16-06-22
605,44,10:06:00,16-06-22
606,72,10:07:00,16-06-22
607,58,10:08:00,16-06-22
608,95,10:09:00,16-06-22
609,79,10:10:00,16-06-22
610,87,10:11:00,16-06-22
611,50,10:12:00,16-06-22
612,63,10:13:00,16-06-22
613,59,10:14:00,16-06-22
614,54,10:15:00,16-06-22
615,65,10:16:00,16-06-22
616,67,10:17:00,16-06-22
617,42,10:18:00,16-06-22
618,40,10:19:00,16-06-22
619,57,10:20:00,16-06-22
620,45,10:21:00,16-06-22
621,74,10:22:00,16-06-22
622,86,10:23:00,16-06-22
623,88,10:24:00,16-06-22
624,84,10:25:00,16-06-22
625,95,10:26:00,16-06-22
626,46,10:27:00,16-06-22
627,92,10:28:00,16-06-22
628,90,10:29:00,16-06-22
629,57,10:30:00,16-06-22
630,80,10:31:00,16-06-22
631,67,10:32:00,16-06-22
632,70,10:33:00,16-06-22
633,74,10:34:00,16-06-22
634,57,10:35:00,16-06-22
635,87,10:36:00,16-06-22
636,89,10:37:00,16-06-22
637,80,10:38:00,16-06-22
638,75,10:39:00,16-06-22
639,83,10:40:00,16-06-22
640,95,10:41:00,16-06-22
641,96,10:42:00,16-06-22
642,42,10:43:00,16-06-22
643,71,10:44:00,16-06-22
644,83,10:45:00,16-06-22
645,80,10:46:00,16-06-22
646,98,10:47:00,16-06-22
647,59,10:48:00,16-06-22
648,51,10:49:00,16-06-22
649,45,10:50:00,16-06-22
650,45,10:51:00,16-06-22
651,88,10:52:00,16-06-22
652,71,10:53:00,16-06-22
653,79,10:54:00,16-06-22
654,81,10:55:00,16-06-22
655,96,10:56:00,16-06-22
656,80,10:57:00,16-06-22
657,53,10:58:00,16-06-22
658,73,10:59:00,16-06-22
659,45,11:00:00,16-06-22
660,61,11:01:00,16-06-22
661,79,11:02:00,16-06-22
662,85,11:03:00,16-06-22
663,49,11:04:00,16-06-22
664,65,11:05:00,16-06-22
665,72,11:06:00,16-06-22
666,42,11:07:00,16-06-22
667,65,11:08:00,16-06-22
668,61,11:09:00,16-06-22
669,66,11:10:00,16-06-22
670,51,11:11:00,16-06-22
671,91,11:12:00,16-06-22
672,76,11:13:00,16-06-22
673,67,11:14:00,16-06-22
674,93,11:15:00,16-06-22
675,55,11:16:00,16-06-22
676,90,11:17:00,16-06-22
677,83,11:18:00,16-06-22
678,87,11:19:00,16-06-22
679,78,11:20:00,16-06-22
680,83,11:21:00,16-06-22
681,45,11:22:00,16-06-22
682,68,11:23:00,16-06-22
683,63,11:24:00,16-06-22
684,96,11:25:00,16-06-22
685,40,11:26:00,16-06-22
686,58,11:27:00,16-06-22
687,67,11:28:00,16-06-22
688,40,11:29:00,16-06-22
689,68,11:30:00,16-06-22
690,92,11:31:00,16-06-22
691,85,11:32:00,16-06-22
692,78,11:33:00,16-06-22
693,58,11:34:00,16-06-22
694,91,11:35:00,16-06-22
695,52,11:36:00,16-06-22
696,90,11:37:00,16-06-22
697,68,11:38:00,16-06-22
698,71,11:39:00,16-06-22
699,80,11:40:00,16-06-22
700,85,11:41:00,16-06-22
701,73,11:42:00,16-06-22
702,94,11:43:00,16-06-22
703,95,11:44:00,16-06-22
704,48,11:45:00,16-06-22
705,70,11:46:00,16-06-22
706,49,11:47:00,16-06-22
707,53,11:48:00,16-06-22
708,92,11:49:00,16-06-22
709,81,11:50:00,16-06-22
710,58,11:51:00,16-06-22
711,64,11:52:00,16-06-22
712,40,11:53:00,16-06-22
713,41,11:54:00,16-06-22
714,65,11:55:00,16-06-22
715,96,11:56:00,16-06-22
716,47,11:57:00,16-06-22
717,89,11:58:00,16-06-22
718,80,11:59:00,16-06-22
719,97,12:00:00,16-06-22
720,90,12:01:00,16-06-22
721,86,12:02:00,16-06-22
722,76,12:03:00,16-06-22
723,55,12:04:00,16-06-22
724,49,12:05:00,16-06-22
725,93,12:06:00,16-06-22
726,97,12:07:00,16-06-22
727,88,12:08:00,16-06-22
728,88,12:09:00,16-06-22
729,55,12:10:00,16-06-22
730,93,12:11:00,16-06-22
731,70,12:12:00,16-06-22
732,93,12:13:00,16-06-22
733,51,12:14:00,16-06-22
734,66,12:15:00,16-06-22
735,59,12:16:00,16-06-22
736,58,12:17:00,16-06-22
737,73,12:18:00,16-06-22
738,94,12:19:00,16-06-22
739,64,12:20:00,16-06-22
740,64,12:21:00,16-06-22
741,64,12:22:00,16-06-22
742,76,12:23:00,16-06-22
743,85,12:24:00,16-06-22
744,89,12:25:00,16-06-22
745,83,12:26:00,16-06-22
746,70,12:27:00,16-06-22
747,47,12:28:00,16-06-22
748,75,12:29:00,16-06-22
749,76,12:30:00,16-06-22
750,89,12:31:00,16-06-22
751,48,12:32:00,16-06-22
752,42,12:33:00,16-06-22
753,72,12:34:00,16-06-22
754,87,12:35:00,16-06-22
755,43,12:36:00,16-06-22
756,41,12:37:00,16-06-22
757,72,12:38:00,16-06-22
758,67,12:39:00,16-06-22
759,64,12:40:00,16-06-22
760,64,12:41:00,16-06-22
761,54,12:42:00,16-06-22
762,41,12:43:00,16-06-22
763,47,12:44:00,16-06-22
764,44,12:45:00,16-06-22
765,54,12:46:00,16-06-22
766,82,12:47:00,16-06-22
767,64,12:48:00,16-06-22
768,57,12:49:00,16-06-22
769,59,12:50:00,16-06-22
770,73,12:51:00,16-06-22
771,87,12:52:00,16-06-22
772,50,12:53:00,16-06-22
773,97,12:54:00,16-06-22
774,79,12:55:00,16-06-22
775,70,12:56:00,16-06-22
776,79,12:57:00,16-06-22
777,88,12:58:00,16-06-22
778,75,12:59:00,16-06-22
779,63,13:00:00,16-06-22
780,82,13:01:00,16-06-22
781,62,13:02:00,16-06-22
782,62,13:03:00,16-06-22
783,66,13:04:00,16-06-22
784,57,13:05:00,16-06-22
785,44,13:06:00,16-06-22
786,67,13:07:00,16-06-22
787,54,13:08:00,16-06-22
788,92,13:09:00,16-06-22
789,64,13:10:00,16-06-22
790,40,13:11:00,16-06-22
791,58,13:12:00,16-06-22
792,74,13:13:00,16-06-22
793,42,13:14:00,16-06-22
794,80,13:15:00,16-06-22
795,63,13:16:00,16-06-22
796,88,13:17:00,16-06-22
797,93,13:18:00,16-06-22
798,85,13:19:00,16-06-22
799,82,13:20:00,16-06-22
800,83,13:21:00,16-06-22
801,70,13:22:00,16-06-22
802,66,13:23:00,16-06-22
803,56,13:24:00,16-06-22
804,68,13:25:00,16-06-22
805,48,13:26:00,16-06-22
806,84,13:27:00,16-06-22
807,71,13:28:00,16-06-22
808,79,13:29:00,16-06-22
809,88,13:30:00,16-06-22
810,78,13:31:00,16-06-22
811,62,13:32:00,16-06-22
812,58,13:33:00,16-06-22
813,40,13:34:00,16-06-22
814,44,13:35:00,16-06-22
815,65,13:36:00,16-06-22
816,47,13:37:00,16-06-22
817,73,13:38:00,16-06-22
818,90,13:39:00,16-06-22
819,65,13:40:00,16-06-22
820,96,13:41:00,16-06-22
821,53,13:42:00,16-06-22
822,82,13:43:00,16-06-22
823,50,13:44:00,16-06-22
824,57,13:45:00,16-06-22
825,43,13:46:00,16-06-22
826,42,13:47:00,16-06-22
827,85,13:48:00,16-06-22
828,45,13:49:00,16-06-22
829,73,13:50:00,16-06-22
830,91,13:51:00,16-06-22
831,92,13:52:00,16-06-22
832,84,13:53:00,16-06-22
833,95,13:54:00,16-06-22
834,88,13:55:00,16-06-22
835,68,13:56:00,16-06-22
836,90,13:57:00,16-06-22
837,62,13:58:00,16-06-22
838,97,13:59:00,16-06-22
839,41,14:00:00,16-06-22
840,98,14:01:00,16-06-22
841,92,14:02:00,16-06-22
842,97,14:03:00,16-06-22
843,97,14:04:00,16-06-22
844,91,14:05:00,16-06-22
845,62,14:06:00,16-06-22
846,77,14:07:00,16-06-22
847,83,14:08:00,16-06-22
848,97,14:09:00,16-06-22
849,52,14:10:00,16-06-22
850,92,14:11:00,16-06-22
851,81,14:12:00,16-06-22
852,94,14:13:00,16-06-22
853,61,14:14:00,16-06-22
854,87,14:15:00,16-06-22
855,55,14:16:00,16-06-22
856,76,14:17:00,16-06-22
857,58,14:18:00,16-06-22
858,73,14:19:00,16-06-22
859,79,14:20:00,16-06-22
860,92,14:21:00,16-06-22
861,58,14:22:00,16-06-22
862,60,14:23:00,16-06-22
863,81,14:24:00,16-06-22
864,60,14:25:00,16-06-22
865,60,14:26:00,16-06-22
866,56,14:27:00,16-06-22
867,46,14:28:00,16-06-22
868,50,14:29:00,16-06-22
869,82,14:30:00,16-06-22
870,59,14:31:00,16-06-22
871,68,14:32:00,16-06-22
872,72,14:33:00,16-06-22
