,Oximetria,Hora,Data
208,92,03:29:00,16-06-22
209,91,03:30:00,16-06-22
210,96,03:31:00,16-06-22
211,98,03:32:00,16-06-22
212,93,03:33:00,16-06-22
213,92,03:34:00,16-06-22
214,96,03:35:00,16-06-22
215,95,03:36:00,16-06-22
216,90,03:37:00,16-06-22
217,91,03:38:00,16-06-22
218,95,03:39:00,16-06-22
219,97,03:40:00,16-06-22
220,95,03:41:00,16-06-22
221,94,03:42:00,16-06-22
222,98,03:43:00,16-06-22
223,91,03:44:00,16-06-22
224,93,03:45:00,16-06-22
225,94,03:46:00,16-06-22
226,91,03:47:00,16-06-22
227,95,03:48:00,16-06-22
228,95,03:49:00,16-06-22
229,96,03:50:00,16-06-22
230,98,03:51:00,16-06-22
231,94,03:52:00,16-06-22
232,94,03:53:00,16-06-22
233,96,03:54:00,16-06-22
234,96,03:55:00,16-06-22
235,94,03:56:00,16-06-22
236,91,03:57:00,16-06-22
237,95,03:58:00,16-06-22
238,95,03:59:00,16-06-22
239,93,04:00:00,16-06-22
240,95,04:01:00,16-06-22
241,98,04:02:00,16-06-22
242,98,04:03:00,16-06-22
243,96,04:04:00,16-06-22
244,96,04:05:00,16-06-22
245,93,04:06:00,16-06-22
246,90,04:07:00,16-06-22
247,92,04:08:00,16-06-22
248,97,04:09:00,16-06-22
249,96,04:10:00,16-06-22
250,94,04:11:00,16-06-22
251,91,04:12:00,16-06-22
252,97,04:13:00,16-06-22
253,92,04:14:00,16-06-22
254,95,04:15:00,16-06-22
255,91,04:16:00,16-06-22
256,98,04:17:00,16-06-22
257,96,04:18:00,16-06-22
258,92,04:19:00,16-06-22
259,92,04:20:00,16-06-22
260,97,04:21:00,16-06-22
261,91,04:22:00,16-06-22
262,97,04:23:00,16-06-22
263,96,04:24:00,16-06-22
264,95,04:25:00,16-06-22
265,91,04:26:00,16-06-22
266,97,04:27:00,16-06-22
267,94,04:28:00,16-06-22
268,93,04:29:00,16-06-22
269,95,04:30:00,16-06-22
270,98,04:31:00,16-06-22
271,94,04:32:00,16-06-22
272,94,04:33:00,16-06-22
273,93,04:34:00,16-06-22
274,95,04:35:00,16-06-22
275,93,04:36:00,16-06-22
276,96,04:37:00,16-06-22
277,91,04:38:00,16-06-22
278,94,04:39:00,16-06-22
279,94,04:40:00,16-06-22
280,96,04:41:00,16-06-22
281,95,04:42:00,16-06-22
282,96,04:43:00,16-06-22
283,95,04:44:00,16-06-22
284,91,04:45:00,16-06-22
285,90,04:46:00,16-06-22
286,95,04:47:00,16-06-22
287,98,04:48:00,16-06-22
288,92,04:49:00,16-06-22
289,98,04:50:00,16-06-22
290,96,04:51:00,16-06-22
291,90,04:52:00,16-06-22
292,93,04:53:00,16-06-22
293,93,04:54:00,16-06-22
294,92,04:55:00,16-06-22
295,93,04:56:00,16-06-22
296,95,04:57:00,16-06-22
297,96,04:58:00,16-06-22
298,94,04:59:00,16-06-22
299,95,05:00:00,16-06-22
300,97,05:01:00,16-06-22
301,98,05:02:00,16-06-22
302,91,05:03:00,16-06-22
303,95,05:04:00,16-06-22
304,94,05:05:00,16-06-22
305,98,05:06:00,16-06-22
306,96,05:07:00,16-06-22
307,91,05:08:00,16-06-22
308,90,05:09:00,16-06-22
309,98,05:10:00,16-06-22
310,91,05:11:00,16-06-22
311,96,05:12:00,16-06-22
312,92,05:13:00,16-06-22
313,98,05:14:00,16-06-22
314,96,05:15:00,16-06-22
315,90,05:16:00,16-06-22
316,93,05:17:00,16-06-22
317,93,05:18:00,16-06-22
318,91,05:19:00,16-06-22
319,96,05:20:00,16-06-22
320,97,05:21:00,16-06-22
321,90,05:22:00,16-06-22
322,92,05:23:00,16-06-22
323,94,05:24:00,16-06-22
324,91,05:25:00,16-06-22
325,91,05:26:00,16-06-22
326,92,05:27:00,16-06-22
327,93,05:28:00,16-06-22
328,96,05:29:00,16-06-22
329,92,05:30:00,16-06-22
330,92,05:31:00,16-06-22
331,90,05:32:00,16-06-22
332,94,05:33:00,16-06-22
333,92,05:34:00,16-06-22
334,98,05:35:00,16-06-22
335,90,05:36:00,16-06-22
336,98,05:37:00,16-06-22
337,95,05:38:00,16-06-22
338,92,05:39:00,16-06-22
339,97,05:40:00,16-06-22
340,98,05:41:00,16-06-22
341,93,05:42:00,16-06-22
342,93,05:43:00,16-06-22
343,97,05:44:00,16-06-22
344,96,05:45:00,16-06-22
345,95,05:46:00,16-06-22
346,92,05:47:00,16-06-22
347,93,05:48:00,16-06-22
348,92,05:49:00,16-06-22
349,97,05:50:00,16-06-22
350,92,05:51:00,16-06-22
351,97,05:52:00,16-06-22
352,92,05:53:00,16-06-22
353,92,05:54:00,16-06-22
354,98,05:55:00,16-06-22
355,94,05:56:00,16-06-22
356,98,05:57:00,16-06-22
357,97,05:58:00,16-06-22
358,93,05:59:00,16-06-22
359,90,06:00:00,16-06-22
360,92,06:01:00,16-06-22
361,92,06:02:00,16-06-22
362,93,06:03:00,16-06-22
363,93,06:04:00,16-06-22
364,93,06:05:00,16-06-22
365,97,06:06:00,16-06-22
366,90,06:07:00,16-06-22
367,90,06:08:00,16-06-22
368,92,06:09:00,16-06-22
369,96,06:10:00,16-06-22
370,91,06:11:00,16-06-22
371,97,06:12:00,16-06-22
372,96,06:13:00,16-06-22
373,94,06:14:00,16-06-22
374,96,06:15:00,16-06-22
375,97,06:16:00,16-06-22
376,93,06:17:00,16-06-22
377,93,06:18:00,16-06-22
378,90,06:19:00,16-06-22
379,98,06:20:00,16-06-22
380,97,06:21:00,16-06-22
381,91,06:22:00,16-06-22
382,91,06:23:00,16-06-22
383,97,06:24:00,16-06-22
384,93,06:25:00,16-06-22
385,90,06:26:00,16-06-22
386,98,06:27:00,16-06-22
387,93,06:28:00,16-06-22
388,96,06:29:00,16-06-22
389,98,06:30:00,16-06-22
390,90,06:31:00,16-06-22
391,97,06:32:00,16-06-22
392,91,06:33:00,16-06-22
393,92,06:34:00,16-06-22
394,90,06:35:00,16-06-22
395,97,06:36:00,16-06-22
396,98,06:37:00,16-06-22
397,93,06:38:00,16-06-22
398,92,06:39:00,16-06-22
399,98,06:40:00,16-06-22
400,91,06:41:00,16-06-22
401,90,06:42:00,16-06-22
402,95,06:43:00,16-06-22
403,95,06:44:00,16-06-22
404,94,06:45:00,16-06-22
405,98,06:46:00,16-06-22
406,94,06:47:00,16-06-22
407,96,06:48:00,16-06-22
408,91,06:49:00,16-06-22
409,98,06:50:00,16-06-22
410,98,06:51:00,16-06-22
411,98,06:52:00,16-06-22
412,96,06:53:00,16-06-22
413,95,06:54:00,16-06-22
414,94,06:55:00,16-06-22
415,94,06:56:00,16-06-22
416,90,06:57:00,16-06-22
417,97,06:58:00,16-06-22
418,93,06:59:00,16-06-22
419,94,07:00:00,16-06-22
420,96,07:01:00,16-06-22
421,96,07:02:00,16-06-22
422,98,07:03:00,16-06-22
423,90,07:04:00,16-06-22
424,94,07:05:00,16-06-22
425,97,07:06:00,16-06-22
426,94,07:07:00,16-06-22
427,97,07:08:00,16-06-22
428,92,07:09:00,16-06-22
429,98,07:10:00,16-06-22
430,95,07:11:00,16-06-22
431,91,07:12:00,16-06-22
432,95,07:13:00,16-06-22
433,91,07:14:00,16-06-22
434,97,07:15:00,16-06-22
435,95,07:16:00,16-06-22
436,92,07:17:00,16-06-22
437,95,07:18:00,16-06-22
438,91,07:19:00,16-06-22
439,96,07:20:00,16-06-22
440,91,07:21:00,16-06-22
441,97,07:22:00,16-06-22
442,90,07:23:00,16-06-22
443,91,07:24:00,16-06-22
444,97,07:25:00,16-06-22
445,94,07:26:00,16-06-22
446,94,07:27:00,16-06-22
447,96,07:28:00,16-06-22
448,93,07:29:00,16-06-22
449,94,07:30:00,16-06-22
450,94,07:31:00,16-06-22
451,92,07:32:00,16-06-22
452,93,07:33:00,16-06-22
453,98,07:34:00,16-06-22
454,90,07:35:00,16-06-22
455,95,07:36:00,16-06-22
456,92,07:37:00,16-06-22
457,94,07:38:00,16-06-22
458,94,07:39:00,16-06-22
459,91,07:40:00,16-06-22
460,98,07:41:00,16-06-22
461,91,07:42:00,16-06-22
462,94,07:43:00,16-06-22
463,90,07:44:00,16-06-22
464,98,07:45:00,16-06-22
465,91,07:46:00,16-06-22
466,90,07:47:00,16-06-22
467,90,07:48:00,16-06-22
468,90,07:49:00,16-06-22
469,93,07:50:00,16-06-22
470,91,07:51:00,16-06-22
471,90,07:52:00,16-06-22
472,92,07:53:00,16-06-22
473,96,07:54:00,16-06-22
474,90,07:55:00,16-06-22
475,98,07:56:00,16-06-22
476,97,07:57:00,16-06-22
477,91,07:58:00,16-06-22
478,91,07:59:00,16-06-22
479,96,08:00:00,16-06-22
480,98,08:01:00,16-06-22
481,90,08:02:00,16-06-22
482,92,08:03:00,16-06-22
483,95,08:04:00,16-06-22
484,96,08:05:00,16-06-22
485,95,08:06:00,16-06-22
486,98,08:07:00,16-06-22
487,98,08:08:00,16-06-22
488,91,08:09:00,16-06-22
489,97,08:10:00,16-06-22
490,95,08:11:00,16-06-22
491,97,08:12:00,16-06-22
492,92,08:13:00,16-06-22
493,97,08:14:00,16-06-22
494,91,08:15:00,16-06-22
495,96,08:16:00,16-06-22
496,90,08:17:00,16-06-22
497,97,08:18:00,16-06-22
498,95,08:19:00,16-06-22
499,92,08:20:00,16-06-22
500,94,08:21:00,16-06-22
501,96,08:22:00,16-06-22
502,95,08:23:00,16-06-22
503,95,08:24:00,16-06-22
504,93,08:25:00,16-06-22
505,93,08:26:00,16-06-22
506,98,08:27:00,16-06-22
507,93,08:28:00,16-06-22
508,91,08:29:00,16-06-22
509,93,08:30:00,16-06-22
510,96,08:31:00,16-06-22
511,90,08:32:00,16-06-22
512,95,08:33:00,16-06-22
513,92,08:34:00,16-06-22
514,96,08:35:00,16-06-22
515,91,08:36:00,16-06-22
516,98,08:37:00,16-06-22
517,90,08:38:00,16-06-22
518,90,08:39:00,16-06-22
519,93,08:40:00,16-06-22
520,95,08:41:00,16-06-22
521,90,08:42:00,16-06-22
522,96,08:43:00,16-06-22
523,96,08:44:00,16-06-22
524,91,08:45:00,16-06-22
525,96,08:46:00,16-06-22
526,90,08:47:00,16-06-22
527,94,08:48:00,16-06-22
528,98,08:49:00,16-06-22
529,93,08:50:00,16-06-22
530,93,08:51:00,16-06-22
531,92,08:52:00,16-06-22
532,90,08:53:00,16-06-22
533,95,08:54:00,16-06-22
534,94,08:55:00,16-06-22
535,97,08:56:00,16-06-22
536,97,08:57:00,16-06-22
537,96,08:58:00,16-06-22
538,91,08:59:00,16-06-22
539,98,09:00:00,16-06-22
540,94,09:01:00,16-06-22
541,90,09:02:00,16-06-22
542,92,09:03:00,16-06-22
543,94,09:04:00,16-06-22
544,94,09:05:00,16-06-22
545,98,09:06:00,16-06-22
546,98,09:07:00,16-06-22
547,93,09:08:00,16-06-22
548,93,09:09:00,16-06-22
549,93,09:10:00,16-06-22
550,97,09:11:00,16-06-22
551,91,09:12:00,16-06-22
552,93,09:13:00,16-06-22
553,96,09:14:00,16-06-22
554,94,09:15:00,16-06-22
555,90,09:16:00,16-06-22
556,90,09:17:00,16-06-22
557,98,09:18:00,16-06-22
558,94,09:19:00,16-06-22
559,97,09:20:00,16-06-22
560,95,09:21:00,16-06-22
561,97,09:22:00,16-06-22
562,92,09:23:00,16-06-22
563,91,09:24:00,16-06-22
564,93,09:25:00,16-06-22
565,93,09:26:00,16-06-22
566,92,09:27:00,16-06-22
567,93,09:28:00,16-06-22
568,94,09:29:00,16-06-22
569,92,09:30:00,16-06-22
570,92,09:31:00,16-06-22
571,92,09:32:00,16-06-22
572,94,09:33:00,16-06-22
573,98,09:34:00,16-06-22
574,96,09:35:00,16-06-22
575,90,09:36:00,16-06-22
576,96,09:37:00,16-06-22
577,91,09:38:00,16-06-22
578,93,09:39:00,16-06-22
579,94,09:40:00,16-06-22
580,98,09:41:00,16-06-22
581,91,09:42:00,16-06-22
582,90,09:43:00,16-06-22
583,96,09:44:00,16-06-22
584,92,09:45:00,16-06-22
585,96,09:46:00,16-06-22
586,98,09:47:00,16-06-22
587,91,09:48:00,16-06-22
588,97,09:49:00,16-06-22
589,92,09:50:00,16-06-22
590,95,09:51:00,16-06-22
591,97,09:52:00,16-06-22
592,94,09:53:00,16-06-22
593,94,09:54:00,16-06-22
594,98,09:55:00,16-06-22
595,94,09:56:00,16-06-22
596,93,09:57:00,16-06-22
597,91,09:58:00,16-06-22
598,97,09:59:00,16-06-22
599,95,10:00:00,16-06-22
600,98,10:01:00,16-06-22
601,93,10:02:00,16-06-22
602,98,10:03:00,16-06-22
603,97,10:04:00,16-06-22
604,98,10:05:00,16-06-22
605,96,10:06:00,16-06-22
606,92,10:07:00,16-06-22
607,97,10:08:00,16-06-22
608,92,10:09:00,16-06-22
609,96,10:10:00,16-06-22
610,97,10:11:00,16-06-22
611,91,10:12:00,16-06-22
612,96,10:13:00,16-06-22
613,91,10:14:00,16-06-22
614,95,10:15:00,16-06-22
615,96,10:16:00,16-06-22
616,90,10:17:00,16-06-22
617,90,10:18:00,16-06-22
618,93,10:19:00,16-06-22
619,93,10:20:00,16-06-22
620,92,10:21:00,16-06-22
621,98,10:22:00,16-06-22
622,91,10:23:00,16-06-22
623,96,10:24:00,16-06-22
624,95,10:25:00,16-06-22
625,93,10:26:00,16-06-22
626,92,10:27:00,16-06-22
627,92,10:28:00,16-06-22
628,90,10:29:00,16-06-22
629,97,10:30:00,16-06-22
630,95,10:31:00,16-06-22
631,94,10:32:00,16-06-22
632,91,10:33:00,16-06-22
633,94,10:34:00,16-06-22
634,95,10:35:00,16-06-22
635,91,10:36:00,16-06-22
636,95,10:37:00,16-06-22
637,92,10:38:00,16-06-22
638,93,10:39:00,16-06-22
639,94,10:40:00,16-06-22
640,90,10:41:00,16-06-22
641,91,10:42:00,16-06-22
642,97,10:43:00,16-06-22
643,96,10:44:00,16-06-22
644,98,10:45:00,16-06-22
645,93,10:46:00,16-06-22
646,96,10:47:00,16-06-22
647,92,10:48:00,16-06-22
648,92,10:49:00,16-06-22
649,91,10:50:00,16-06-22
650,91,10:51:00,16-06-22
651,93,10:52:00,16-06-22
652,92,10:53:00,16-06-22
653,97,10:54:00,16-06-22
654,96,10:55:00,16-06-22
655,97,10:56:00,16-06-22
656,94,10:57:00,16-06-22
657,94,10:58:00,16-06-22
658,98,10:59:00,16-06-22
659,91,11:00:00,16-06-22
660,92,11:01:00,16-06-22
661,96,11:02:00,16-06-22
662,97,11:03:00,16-06-22
663,93,11:04:00,16-06-22
664,98,11:05:00,16-06-22
665,91,11:06:00,16-06-22
666,93,11:07:00,16-06-22
667,95,11:08:00,16-06-22
668,98,11:09:00,16-06-22
669,94,11:10:00,16-06-22
670,97,11:11:00,16-06-22
671,95,11:12:00,16-06-22
672,94,11:13:00,16-06-22
673,98,11:14:00,16-06-22
674,92,11:15:00,16-06-22
675,94,11:16:00,16-06-22
676,93,11:17:00,16-06-22
677,98,11:18:00,16-06-22
678,98,11:19:00,16-06-22
679,94,11:20:00,16-06-22
680,95,11:21:00,16-06-22
681,95,11:22:00,16-06-22
682,93,11:23:00,16-06-22
683,96,11:24:00,16-06-22
684,93,11:25:00,16-06-22
685,98,11:26:00,16-06-22
686,98,11:27:00,16-06-22
687,96,11:28:00,16-06-22
688,93,11:29:00,16-06-22
689,91,11:30:00,16-06-22
690,90,11:31:00,16-06-22
691,91,11:32:00,16-06-22
692,98,11:33:00,16-06-22
693,91,11:34:00,16-06-22
694,97,11:35:00,16-06-22
695,93,11:36:00,16-06-22
696,94,11:37:00,16-06-22
697,97,11:38:00,16-06-22
698,97,11:39:00,16-06-22
699,90,11:40:00,16-06-22
700,97,11:41:00,16-06-22
701,94,11:42:00,16-06-22
702,94,11:43:00,16-06-22
703,93,11:44:00,16-06-22
704,96,11:45:00,16-06-22
705,90,11:46:00,16-06-22
706,96,11:47:00,16-06-22
707,92,11:48:00,16-06-22
708,90,11:49:00,16-06-22
709,95,11:50:00,16-06-22
710,91,11:51:00,16-06-22
711,92,11:52:00,16-06-22
712,90,11:53:00,16-06-22
713,91,11:54:00,16-06-22
714,97,11:55:00,16-06-22
715,93,11:56:00,16-06-22
716,95,11:57:00,16-06-22
717,94,11:58:00,16-06-22
718,92,11:59:00,16-06-22
719,96,12:00:00,16-06-22
720,92,12:01:00,16-06-22
721,98,12:02:00,16-06-22
722,92,12:03:00,16-06-22
723,92,12:04:00,16-06-22
724,97,12:05:00,16-06-22
725,98,12:06:00,16-06-22
726,92,12:07:00,16-06-22
727,95,12:08:00,16-06-22
728,93,12:09:00,16-06-22
729,95,12:10:00,16-06-22
730,98,12:11:00,16-06-22
731,91,12:12:00,16-06-22
732,97,12:13:00,16-06-22
733,97,12:14:00,16-06-22
734,93,12:15:00,16-06-22
735,92,12:16:00,16-06-22
736,98,12:17:00,16-06-22
737,96,12:18:00,16-06-22
738,94,12:19:00,16-06-22
739,98,12:20:00,16-06-22
740,96,12:21:00,16-06-22
741,97,12:22:00,16-06-22
742,98,12:23:00,16-06-22
743,97,12:24:00,16-06-22
744,90,12:25:00,16-06-22
745,93,12:26:00,16-06-22
746,92,12:27:00,16-06-22
747,98,12:28:00,16-06-22
748,91,12:29:00,16-06-22
749,96,12:30:00,16-06-22
750,92,12:31:00,16-06-22
751,98,12:32:00,16-06-22
752,96,12:33:00,16-06-22
753,91,12:34:00,16-06-22
754,93,12:35:00,16-06-22
755,90,12:36:00,16-06-22
756,90,12:37:00,16-06-22
757,96,12:38:00,16-06-22
758,96,12:39:00,16-06-22
759,94,12:40:00,16-06-22
760,90,12:41:00,16-06-22
761,98,12:42:00,16-06-22
762,98,12:43:00,16-06-22
763,91,12:44:00,16-06-22
764,97,12:45:00,16-06-22
765,94,12:46:00,16-06-22
766,95,12:47:00,16-06-22
767,90,12:48:00,16-06-22
768,95,12:49:00,16-06-22
769,98,12:50:00,16-06-22
770,94,12:51:00,16-06-22
771,92,12:52:00,16-06-22
772,92,12:53:00,16-06-22
773,97,12:54:00,16-06-22
774,90,12:55:00,16-06-22
775,94,12:56:00,16-06-22
776,90,12:57:00,16-06-22
777,90,12:58:00,16-06-22
778,96,12:59:00,16-06-22
779,92,13:00:00,16-06-22
780,90,13:01:00,16-06-22
781,95,13:02:00,16-06-22
782,91,13:03:00,16-06-22
783,97,13:04:00,16-06-22
784,98,13:05:00,16-06-22
785,92,13:06:00,16-06-22
786,91,13:07:00,16-06-22
787,90,13:08:00,16-06-22
788,94,13:09:00,16-06-22
789,97,13:10:00,16-06-22
790,98,13:11:00,16-06-22
791,97,13:12:00,16-06-22
792,94,13:13:00,16-06-22
793,94,13:14:00,16-06-22
794,98,13:15:00,16-06-22
795,98,13:16:00,16-06-22
796,97,13:17:00,16-06-22
797,95,13:18:00,16-06-22
798,98,13:19:00,16-06-22
799,92,13:20:00,16-06-22
800,97,13:21:00,16-06-22
801,94,13:22:00,16-06-22
802,95,13:23:00,16-06-22
803,91,13:24:00,16-06-22
804,95,13:25:00,16-06-22
805,95,13:26:00,16-06-22
806,91,13:27:00,16-06-22
807,93,13:28:00,16-06-22
808,94,13:29:00,16-06-22
809,98,13:30:00,16-06-22
810,91,13:31:00,16-06-22
811,96,13:32:00,16-06-22
812,93,13:33:00,16-06-22
813,97,13:34:00,16-06-22
814,95,13:35:00,16-06-22
815,93,13:36:00,16-06-22
816,94,13:37:00,16-06-22
817,90,13:38:00,16-06-22
818,94,13:39:00,16-06-22
819,92,13:40:00,16-06-22
820,98,13:41:00,16-06-22
821,93,13:42:00,16-06-22
822,95,13:43:00,16-06-22
823,91,13:44:00,16-06-22
824,93,13:45:00,16-06-22
825,95,13:46:00,16-06-22
826,94,13:47:00,16-06-22
827,94,13:48:00,16-06-22
828,96,13:49:00,16-06-22
829,92,13:50:00,16-06-22
830,95,13:51:00,16-06-22
831,96,13:52:00,16-06-22
832,94,13:53:00,16-06-22
833,98,13:54:00,16-06-22
834,91,13:55:00,16-06-22
835,97,13:56:00,16-06-22
836,92,13:57:00,16-06-22
837,93,13:58:00,16-06-22
838,95,13:59:00,16-06-22
839,97,14:00:00,16-06-22
840,90,14:01:00,16-06-22
841,90,14:02:00,16-06-22
842,94,14:03:00,16-06-22
843,98,14:04:00,16-06-22
844,97,14:05:00,16-06-22
845,98,14:06:00,16-06-22
846,92,14:07:00,16-06-22
847,94,14:08:00,16-06-22
848,98,14:09:00,16-06-22
849,96,14:10:00,16-06-22
850,97,14:11:00,16-06-22
851,98,14:12:00,16-06-22
852,97,14:13:00,16-06-22
853,92,14:14:00,16-06-22
854,93,14:15:00,16-06-22
855,97,14:16:00,16-06-22
856,93,14:17:00,16-06-22
857,90,14:18:00,16-06-22
858,90,14:19:00,16-06-22
859,96,14:20:00,16-06-22
860,95,14:21:00,16-06-22
861,91,14:22:00,16-06-22
862,90,14:23:00,16-06-22
863,91,14:24:00,16-06-22
864,93,14:25:00,16-06-22
865,97,14:26:00,16-06-22
866,92,14:27:00,16-06-22
867,93,14:28:00,16-06-22
868,95,14:29:00,16-06-22
869,94,14:30:00,16-06-22
870,90,14:31:00,16-06-22
871,93,14:32:00,16-06-22
872,91,14:33:00,16-06-22
